YEAR,OCCUPATION,AGE_GROUP,PERCENTILE,PERCENTILE_VALUE
2016,Accountants,30-39 years,53,1687.4886499287804
2016,Accountants,30-39 years,54,1702.7572026973744
2016,Accountants,30-39 years,55,1718.2984359016777
2016,Accountants,30-39 years,56,1734.1731766249063
2016,Accountants,30-39 years,56,1750.446389029246
2016,Accountants,30-39 years,57,1767.1802323250386
2016,Accountants,30-39 years,59,1784.4134904979135
2016,Accountants,30-39 years,60,1802.1733381239762
2016,Accountants,30-39 years,61,1820.4874222594322
2016,Accountants,30-39 years,62,1839.3876320336858
2016,Accountants,30-39 years,63,1858.9078097140928
2016,Accountants,30-39 years,64,1879.0809617747013
2016,Accountants,30-39 years,65,1899.9373299061363
2016,Accountants,30-39 years,66,1921.5071199101108
2016,Accountants,30-39 years,67,1943.8295279035374
2016,Accountants,30-39 years,68,1966.9509090138854
2016,Accountants,30-39 years,69,1990.8791595356377
2016,Accountants,30-39 years,70,2015.549929278031
2016,Accountants,30-39 years,71,2040.9173291372651
2016,Accountants,30-39 years,72,2067.0078082508376
2016,Accountants,30-39 years,73,2093.868216051656
2016,Accountants,30-39 years,74,2121.5684865624803
2016,Accountants,30-39 years,75,2150.1872804847876
2016,Accountants,30-39 years,76,2179.813646621441
2016,Accountants,30-39 years,77,2210.5515326518116
2016,Accountants,30-39 years,78,2242.5243581553386
2016,Accountants,30-39 years,79,2275.8820446763757
2016,Accountants,30-39 years,80,2310.8038310146653
2016,Accountants,30-39 years,81,2347.5132645145354
2016,Accountants,30-39 years,82,2386.2931449158887
2016,Accountants,30-39 years,83,2427.507147251209
2016,Accountants,30-39 years,84,2471.638875000223
2016,Accountants,30-39 years,85,2519.3575484099924
2016,Accountants,30-39 years,86,2571.633799153868
2016,Accountants,30-39 years,87,2629.9712129847717
2016,Accountants,30-39 years,88,2696.933637701484
2016,Accountants,30-39 years,89,2777.6652201199972
2016,Accountants,30-39 years,90,2886.138397408441
2016,Accountants,30-39 years,91,3094.2521909556385
2016,Accountants,30-39 years,92,3370.444138727188
2016,Accountants,30-39 years,93,3670.7341234908517
2016,Accountants,30-39 years,94,4001.1734845199903
2016,Accountants,30-39 years,95,4370.70266736143
2016,Accountants,30-39 years,96,4793.448950838687
2016,Accountants,30-39 years,97,5294.05919252972
2016,Accountants,30-39 years,98,5922.888646299945
2016,Accountants,30-39 years,99,6819.325528321582
2016,Accountants,30-39 years,100,10268.206982421874
2016,Accountants,20-29 years,0,0.0
2016,Accountants,20-29 years,1,558.0804256946017
2016,Accountants,20-29 years,2,603.2905661420558
2016,Accountants,20-29 years,3,663.4809096905137
2016,Accountants,20-29 years,4,698.1704403352238
2016,Accountants,20-29 years,5,712.6611899403044
2016,Accountants,20-29 years,6,715.7766570457835
2016,Accountants,20-29 years,7,716.6087922337198
2016,Accountants,20-29 years,8,720.971120838384
2016,Accountants,20-29 years,9,730.1314888212796
2016,Accountants,20-29 years,10,745.205860248419
2016,Accountants,20-29 years,11,767.3101991858139
2016,Accountants,20-29 years,12,797.5212708048732
2016,Accountants,20-29 years,13,826.4015986461011
2016,Accountants,20-29 years,14,847.0170755221039
2016,Accountants,20-29 years,15,860.7608439540734
2016,Accountants,20-29 years,16,869.0260464632009
2016,Accountants,20-29 years,17,873.2058255706779
2016,Accountants,20-29 years,18,874.6933237976957
2016,Accountants,20-29 years,19,874.8829750905513
2016,Accountants,20-29 years,20,875.3588491910235
2016,Accountants,20-29 years,21,877.1826144676231
2016,Accountants,20-29 years,22,881.071294354086
2016,Accountants,20-29 years,23,887.7419122841482
2016,Accountants,20-29 years,24,897.9114916915452
2016,Accountants,20-29 years,25,912.2970560100131
2016,Accountants,20-29 years,26,931.6156286732876
2016,Accountants,20-29 years,27,956.5433861767888
2016,Accountants,20-29 years,28,980.1766353502621
2016,Accountants,20-29 years,28,997.7687888184067
2016,Accountants,20-29 years,30,1010.3161350705773
2016,Accountants,20-29 years,31,1018.8149625961285
2016,Accountants,20-29 years,32,1024.261559884415
2016,Accountants,20-29 years,33,1027.6522154247916
2016,Accountants,20-29 years,34,1029.9832177066128
2016,Accountants,20-29 years,35,1032.2508552192335
2016,Accountants,20-29 years,36,1035.4942740841018
2016,Accountants,20-29 years,37,1040.6465223913392
2016,Accountants,20-29 years,38,1047.5573026203315
2016,Accountants,20-29 years,39,1055.9151127455123
2016,Accountants,20-29 years,40,1065.4084507413152
2016,Accountants,20-29 years,41,1075.725814582174
2016,Accountants,20-29 years,42,1086.5557022425226
2016,Accountants,20-29 years,43,1097.5866116967943
2016,Accountants,20-29 years,44,1108.5070409194232
2016,Accountants,20-29 years,45,1119.0159843269646
2016,Accountants,20-29 years,46,1129.0205732879797
2016,Accountants,20-29 years,47,1138.6191109885883
2016,Accountants,20-29 years,48,1147.9169963391596
2016,Accountants,20-29 years,49,1157.0196282500624
2016,Accountants,20-29 years,50,1166.0324056316663
2016,Accountants,20-29 years,51,1175.0607273943403
2016,Accountants,20-29 years,52,1184.2099924484532
2016,Accountants,20-29 years,53,1193.5855959479622
2016,Accountants,20-29 years,54,1203.2716461633106
2016,Accountants,20-29 years,55,1213.280957596969
2016,Accountants,20-29 years,56,1223.6114363389222
2016,Accountants,20-29 years,56,1234.2609884791539
2016,Accountants,20-29 years,57,1245.2275201076486
2016,Accountants,20-29 years,59,1256.50893731439
2016,Accountants,20-29 years,60,1268.1031461893626
2016,Accountants,20-29 years,61,1280.009146543695
2016,Accountants,20-29 years,62,1292.2409014295692
2016,Accountants,20-29 years,63,1304.823215185166
2016,Accountants,20-29 years,64,1317.7811345510586
2016,Accountants,20-29 years,65,1331.1397062678209
2016,Accountants,20-29 years,66,1344.923977076026
2016,Accountants,20-29 years,67,1359.1582432587384
2016,Accountants,20-29 years,68,1373.8489206347958
2016,Accountants,20-29 years,69,1388.9841932110562
2016,Accountants,20-29 years,70,1404.5514242589763
2016,Accountants,20-29 years,71,1420.5379770500124
2016,Accountants,20-29 years,72,1436.9310237773038
2016,Accountants,20-29 years,73,1453.7051895997129
2016,Accountants,20-29 years,74,1470.8150025000832
2016,Accountants,20-29 years,75,1488.2131834948223
2016,Accountants,20-29 years,76,1505.8524536003376
2016,Accountants,20-29 years,77,1523.6925115526979
2016,Accountants,20-29 years,78,1541.764738194998
2016,Accountants,20-29 years,79,1560.142642799943
2016,Accountants,20-29 years,80,1578.900272968389
2016,Accountants,20-29 years,81,1598.112219961962
2016,Accountants,20-29 years,82,1617.8764863792799
2016,Accountants,20-29 years,83,1638.3228737156105
2016,Accountants,20-29 years,84,1659.5834541018116
2016,Accountants,20-29 years,85,1681.8005701129139
2016,Accountants,20-29 years,86,1705.336992496299
2016,Accountants,20-29 years,87,1730.7674881778735
2016,Accountants,20-29 years,88,1758.678354069389
2016,Accountants,20-29 years,89,1789.8687616141617
2016,Accountants,20-29 years,90,1825.4904410734703
2016,Accountants,20-29 years,91,1866.8942845580682
2016,Accountants,20-29 years,92,1916.3245807230023
2016,Accountants,20-29 years,93,1975.5122042817786
2016,Accountants,20-29 years,94,2044.1486805342881
2016,Accountants,20-29 years,95,2122.6691595034913
2016,Accountants,20-29 years,96,2214.9379459466445
2016,Accountants,20-29 years,97,2329.5051472622226
2016,Accountants,20-29 years,98,2488.515709060787
2016,Accountants,20-29 years,99,2838.486022819977
2016,Accountants,20-29 years,100,15827.403713989259
2016,"Engineering Professionals, nfd",50-59 years,0,0.0
2016,"Engineering Professionals, nfd",50-59 years,1,602.3250037224011
2016,"Engineering Professionals, nfd",50-59 years,2,743.5321615706928
2016,"Engineering Professionals, nfd",50-59 years,3,862.4164613309682
2016,"Engineering Professionals, nfd",50-59 years,4,947.41687216595
2016,"Engineering Professionals, nfd",50-59 years,5,1016.8912547438166
2016,"Engineering Professionals, nfd",50-59 years,6,1077.482405414608
2016,"Engineering Professionals, nfd",50-59 years,7,1132.7646059688723
2016,"Engineering Professionals, nfd",50-59 years,8,1184.614837796077
2016,"Engineering Professionals, nfd",50-59 years,9,1234.1931270205205
2016,"Engineering Professionals, nfd",50-59 years,10,1282.0613785235953
2016,"Engineering Professionals, nfd",50-59 years,11,1327.3908725356837
2016,"Engineering Professionals, nfd",50-59 years,12,1369.0656159285386
2016,"Engineering Professionals, nfd",50-59 years,13,1406.868332057589
2016,"Engineering Professionals, nfd",50-59 years,14,1441.044354936965
2016,"Engineering Professionals, nfd",50-59 years,15,1472.034801717551
2016,"Engineering Professionals, nfd",50-59 years,16,1500.2774598232734
2016,"Engineering Professionals, nfd",50-59 years,17,1526.2858736328903
2016,"Engineering Professionals, nfd",50-59 years,18,1550.6794619796724
2016,"Engineering Professionals, nfd",50-59 years,19,1573.9134682521226
2016,"Engineering Professionals, nfd",50-59 years,20,1596.2992392605877
2016,"Engineering Professionals, nfd",50-59 years,21,1618.070330302329
2016,"Engineering Professionals, nfd",50-59 years,22,1639.4010693622756
2016,"Engineering Professionals, nfd",50-59 years,23,1660.44077497521
2016,"Engineering Professionals, nfd",50-59 years,24,1681.3124141945555
2016,"Engineering Professionals, nfd",50-59 years,25,1702.1395918906553
2016,"Engineering Professionals, nfd",50-59 years,26,1723.0499963475252
2016,"Engineering Professionals, nfd",50-59 years,27,1744.1635332314067
2016,"Engineering Professionals, nfd",50-59 years,28,1765.5678353102217
2016,"Engineering Professionals, nfd",50-59 years,28,1787.333716963641
2016,"Engineering Professionals, nfd",50-59 years,30,1809.470100087947
2016,"Engineering Professionals, nfd",50-59 years,31,1831.9608188333489
2016,"Engineering Professionals, nfd",50-59 years,32,1854.800513476636
2016,"Engineering Professionals, nfd",50-59 years,33,1877.9890468713493
2016,"Engineering Professionals, nfd",50-59 years,34,1901.5137050258354
2016,"Engineering Professionals, nfd",50-59 years,35,1925.3557836109292
2016,"Engineering Professionals, nfd",50-59 years,36,1949.5214593081323
2016,"Engineering Professionals, nfd",50-59 years,37,1974.0193839722644
2016,"Engineering Professionals, nfd",50-59 years,38,1998.7426678836139
2016,"Engineering Professionals, nfd",50-59 years,39,2023.5347851343367
2016,"Engineering Professionals, nfd",50-59 years,40,2048.303630569621
2016,"Engineering Professionals, nfd",50-59 years,41,2073.0000421617588
2016,"Engineering Professionals, nfd",50-59 years,42,2097.6527048313988
2016,"Engineering Professionals, nfd",50-59 years,43,2122.3042000510986
2016,"Engineering Professionals, nfd",50-59 years,44,2146.9763157295197
2016,"Engineering Professionals, nfd",50-59 years,45,2171.6894953563656
2016,"Engineering Professionals, nfd",50-59 years,46,2196.469929242986
2016,"Engineering Professionals, nfd",50-59 years,47,2221.3443501401466
2016,"Engineering Professionals, nfd",50-59 years,48,2246.3391764910643
2016,"Engineering Professionals, nfd",50-59 years,49,2271.482286336239
2016,"Engineering Professionals, nfd",50-59 years,50,2296.8033985900533
2016,"Engineering Professionals, nfd",50-59 years,51,2322.334414509461
2016,"Engineering Professionals, nfd",50-59 years,52,2348.109300463991
2016,"Engineering Professionals, nfd",50-59 years,53,2374.165687099408
2016,"Engineering Professionals, nfd",50-59 years,54,2400.544229274774
2016,"Engineering Professionals, nfd",50-59 years,55,2427.291038297663
2016,"Engineering Professionals, nfd",50-59 years,56,2454.4570828898304
2016,"Engineering Professionals, nfd",50-59 years,56,2482.1008535007313
2016,"Engineering Professionals, nfd",50-59 years,57,2510.2896841554457
2016,"Engineering Professionals, nfd",50-59 years,59,2539.1010664262462
2016,"Engineering Professionals, nfd",50-59 years,60,2568.6281765706494
2016,"Engineering Professionals, nfd",50-59 years,61,2598.9812015908406
2016,"Engineering Professionals, nfd",50-59 years,62,2630.2950021344996
2016,"Engineering Professionals, nfd",50-59 years,63,2662.738928659456
2016,"Engineering Professionals, nfd",50-59 years,64,2696.527213584909
2016,"Engineering Professionals, nfd",50-59 years,65,2731.9408302884167
2016,"Engineering Professionals, nfd",50-59 years,66,2769.3628933283253
2016,"Engineering Professionals, nfd",50-59 years,67,2809.342213517799
2016,"Engineering Professionals, nfd",50-59 years,68,2852.6946989783305
2016,"Engineering Professionals, nfd",50-59 years,69,2900.80219296336
2016,"Engineering Professionals, nfd",50-59 years,70,2956.1298454078083
2016,"Engineering Professionals, nfd",50-59 years,71,3023.6528759354514
2016,"Engineering Professionals, nfd",50-59 years,72,3096.254563951324
2016,"Engineering Professionals, nfd",50-59 years,73,3170.6083335361554
2016,"Engineering Professionals, nfd",50-59 years,74,3246.812798564653
2016,"Engineering Professionals, nfd",50-59 years,75,3324.9966582003435
2016,"Engineering Professionals, nfd",50-59 years,76,3405.294308499445
2016,"Engineering Professionals, nfd",50-59 years,77,3487.8546107923435
2016,"Engineering Professionals, nfd",50-59 years,78,3572.8440179869463
2016,"Engineering Professionals, nfd",50-59 years,79,3660.4495017816175
2016,"Engineering Professionals, nfd",50-59 years,80,3750.8821771300454
2016,"Engineering Professionals, nfd",50-59 years,81,3844.3818123463298
2016,"Engineering Professionals, nfd",50-59 years,82,3941.2224668503886
2016,"Engineering Professionals, nfd",50-59 years,83,4041.7196190314658
2016,"Engineering Professionals, nfd",50-59 years,84,4146.239288652418
2016,"Engineering Professionals, nfd",50-59 years,85,4255.2098862314115
2016,"Engineering Professionals, nfd",50-59 years,86,4369.137882551827
2016,"Engineering Professionals, nfd",50-59 years,87,4488.628723416091
2016,"Engineering Professionals, nfd",50-59 years,88,4614.415661446288
2016,"Engineering Professionals, nfd",50-59 years,89,4747.399957167737
2016,"Engineering Professionals, nfd",50-59 years,90,4888.708939923029
2016,"Engineering Professionals, nfd",50-59 years,91,5039.78212091385
2016,"Engineering Professionals, nfd",50-59 years,92,5202.504074114697
2016,"Engineering Professionals, nfd",50-59 years,93,5379.418799507982
2016,"Engineering Professionals, nfd",50-59 years,94,5574.095904305589
2016,"Engineering Professionals, nfd",50-59 years,95,5791.802614339848
2016,"Engineering Professionals, nfd",50-59 years,96,6040.861988439408
2016,"Engineering Professionals, nfd",50-59 years,97,6335.794637057601
2016,"Engineering Professionals, nfd",50-59 years,98,6706.267129085459
2016,"Engineering Professionals, nfd",50-59 years,99,7234.399423720946
2016,"Engineering Professionals, nfd",50-59 years,100,9266.294970703126
2016,"Engineering Professionals, nfd",40-49 years,0,0.0
2016,"Engineering Professionals, nfd",40-49 years,1,728.4924301526019
2016,"Engineering Professionals, nfd",40-49 years,2,856.1380621031794
2016,"Engineering Professionals, nfd",40-49 years,3,938.1405283311949
2016,"Engineering Professionals, nfd",40-49 years,4,1005.5495804166662
2016,"Engineering Professionals, nfd",40-49 years,5,1065.5165063362676
2016,"Engineering Professionals, nfd",40-49 years,6,1121.3503153336983
2016,"Engineering Professionals, nfd",40-49 years,7,1174.9199624280777
2016,"Engineering Professionals, nfd",40-49 years,8,1227.471728205949
2016,"Engineering Professionals, nfd",40-49 years,9,1279.893542485518
2016,"Engineering Professionals, nfd",40-49 years,10,1330.6527283459502
2016,"Engineering Professionals, nfd",40-49 years,11,1377.2324506348662
2016,"Engineering Professionals, nfd",40-49 years,12,1418.7911441741035
2016,"Engineering Professionals, nfd",40-49 years,13,1455.6006262545716
2016,"Engineering Professionals, nfd",40-49 years,14,1488.304055758132
2016,"Engineering Professionals, nfd",40-49 years,15,1517.703404253847
2016,"Engineering Professionals, nfd",40-49 years,16,1544.6149276295419
2016,"Engineering Professionals, nfd",40-49 years,17,1569.7473241527766
